time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.183,-0.127,-0.110,-3.594,18.544
0.045,0.042,-0.127,-0.106,-3.290,20.175
0.095,0.059,-0.127,-0.108,-3.427,20.269
0.145,0.031,-0.126,-0.099,-3.007,19.403
0.195,-0.040,-0.128,-0.101,-3.682,19.088
0.245,0.068,-0.127,-0.104,-2.932,19.621
0.295,-0.081,-0.128,-0.106,-2.888,20.287
0.345,0.077,-0.127,-0.105,-3.664,20.607
0.395,0.009,-0.127,-0.107,-2.963,20.108
0.445,-0.021,-0.127,-0.105,-3.343,19.211
0.495,0.006,-0.127,-0.104,-3.287,19.475
0.545,0.068,-0.127,-0.106,-3.258,20.239
0.595,-0.084,-0.127,-0.106,-4.034,21.039
0.645,0.035,-0.127,-0.106,-3.151,21.462
0.695,0.045,-0.127,-0.108,-3.820,21.184
0.745,0.074,-0.127,-0.103,-3.523,20.504
0.795,-0.007,-0.127,-0.105,-2.991,20.251
0.845,0.061,-0.128,-0.107,-4.210,20.810
0.895,0.019,-0.127,-0.111,-3.080,21.467
0.946,0.067,-0.127,-0.105,-3.368,22.058
0.995,0.014,-0.127,-0.105,-3.758,21.986
1.045,0.088,-0.127,-0.105,-3.025,22.008
1.096,0.017,-0.127,-0.104,-3.901,21.393
1.145,-0.110,-0.128,-0.104,-3.509,22.325
1.195,-0.010,-0.127,-0.106,-3.138,22.983
1.245,-0.030,-0.127,-0.104,-4.072,23.196
1.295,0.041,-0.127,-0.105,-2.957,22.685
1.345,-0.142,-0.127,-0.107,-3.050,21.635
1.395,0.027,-0.127,-0.101,-3.344,22.056
1.445,-0.062,-0.127,-0.109,-2.837,23.320
1.495,0.014,-0.127,-0.105,-3.913,23.802
1.545,0.079,-0.127,-0.108,-2.973,24.178
1.595,-0.014,-0.126,-0.105,-3.407,23.820
1.645,0.057,-0.127,-0.108,-3.195,23.486
1.695,-0.049,-0.127,-0.104,-2.838,23.058
1.745,0.033,-0.127,-0.104,-4.066,23.956
1.796,0.049,-0.127,-0.101,-2.856,24.553
1.846,0.065,-0.127,-0.104,-3.564,24.822
1.895,0.052,-0.127,-0.108,-3.442,24.485
1.945,-0.009,-0.126,-0.104,-2.899,23.384
1.996,-0.059,-0.127,-0.105,-3.653,23.132
2.045,-0.002,-0.126,-0.103,-3.158,24.196
2.095,-0.014,-0.127,-0.103,-2.976,24.651
2.145,0.007,-0.127,-0.106,-3.720,24.804
2.196,0.027,-0.127,-0.108,-3.095,24.807
2.245,0.028,-0.127,-0.106,-3.954,23.662
2.295,-0.008,-0.127,-0.106,-3.035,23.130
2.345,0.013,-0.126,-0.105,-2.885,24.530
2.395,-0.015,-0.127,-0.101,-4.021,24.636
2.445,-0.099,-0.126,-0.113,-3.162,24.335
2.495,0.039,-0.126,-0.107,-3.582,24.143
2.545,-0.019,-0.127,-0.107,-3.428,22.995
2.596,0.063,-0.127,-0.109,-3.691,22.974
2.645,0.011,-0.126,-0.107,-4.360,23.229
2.695,0.009,-0.127,-0.103,-3.132,24.213
2.745,-0.008,-0.128,-0.107,-3.499,24.103
2.796,0.053,-0.127,-0.110,-3.187,24.190
2.845,-0.042,-0.127,-0.104,-3.006,22.504
2.895,-0.099,-0.127,-0.111,-3.552,22.535
2.945,-0.079,-0.128,-0.108,-3.784,23.307
2.995,-0.037,-0.127,-0.105,-3.119,23.715
3.045,-0.028,-0.127,-0.104,-3.950,23.624
3.095,0.059,-0.127,-0.108,-2.957,23.738
3.145,-0.124,-0.127,-0.110,-3.266,22.057
3.195,0.061,-0.127,-0.104,-2.839,22.008
3.245,-0.026,-0.127,-0.099,-3.116,23.083
3.295,-0.046,-0.127,-0.101,-4.207,23.558
3.345,0.024,-0.127,-0.108,-2.914,23.643
3.396,0.070,-0.127,-0.106,-4.106,23.693
3.445,-0.047,-0.127,-0.103,-3.427,22.013
3.495,-0.048,-0.127,-0.105,-2.948,22.508
3.546,0.003,-0.127,-0.107,-4.134,22.818
3.596,-0.013,-0.129,-0.104,-2.939,23.036
3.645,0.011,-0.127,-0.107,-3.883,23.249
3.695,-0.022,-0.127,-0.106,-3.343,22.916
3.745,-0.012,-0.126,-0.105,-2.921,21.843
3.795,-0.106,-0.128,-0.104,-3.892,21.515
3.845,0.041,-0.128,-0.102,-2.859,22.646
3.895,0.040,-0.127,-0.101,-3.570,23.054
3.945,0.014,-0.127,-0.102,-3.247,23.440
3.996,0.003,-0.127,-0.101,-2.940,23.131
4.045,-0.045,-0.127,-0.103,-3.529,22.151
4.095,-0.066,-0.127,-0.102,-3.236,22.890
4.145,-0.004,-0.127,-0.102,-3.166,23.154
4.195,-0.129,-0.128,-0.107,-3.750,23.521
4.245,0.029,-0.127,-0.104,-2.976,23.649
4.295,0.025,-0.127,-0.103,-4.028,23.432
4.345,-0.082,-0.126,-0.100,-3.452,22.149
4.395,0.013,-0.127,-0.108,-3.323,22.146
4.446,-0.047,-0.128,-0.103,-4.011,22.838
4.496,0.008,-0.128,-0.106,-2.894,23.686
4.546,-0.124,-0.128,-0.110,-3.275,23.979
4.596,0.041,-0.127,-0.103,-2.971,23.727
4.645,-0.007,-0.127,-0.103,-2.949,22.697
4.695,-0.045,-0.127,-0.098,-4.057,23.001
