Model : ,31,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-08,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.01,0.26,0.05,0.09,0.10,0.03,-0.00,290.80,29.41,0.00,0.11,-2.18
-0.01,0.25,0.05,0.09,0.12,0.04,0.00,292.82,29.41,0.00,0.01,-2.28
-0.01,0.22,0.05,0.08,0.13,0.05,0.02,296.85,29.40,0.00,-0.11,-2.42
-0.02,0.19,0.03,0.08,0.13,0.07,0.03,301.92,29.40,0.00,-0.24,-2.58
-0.03,0.16,0.02,0.07,0.12,0.08,0.04,306.69,29.40,0.00,-0.36,-2.72
-0.03,0.14,0.01,0.06,0.11,0.08,0.05,309.74,29.40,0.00,-0.41,-2.79
-0.04,0.11,0.01,0.06,0.10,0.09,0.05,310.43,29.40,0.00,-0.38,-2.77
-0.04,0.10,0.01,0.05,0.08,0.08,0.05,309.19,29.41,0.00,-0.28,-2.66
-0.03,0.10,0.02,0.05,0.07,0.07,0.04,306.96,29.41,0.00,-0.19,-2.53
-0.02,0.11,0.03,0.05,0.06,0.06,0.03,304.65,29.41,0.00,-0.17,-2.40
-0.02,0.13,0.05,0.06,0.06,0.04,0.01,302.87,29.41,0.00,-0.21,-2.31
-0.01,0.14,0.06,0.07,0.06,0.02,0.00,301.94,29.42,0.00,-0.30,-2.28
-0.01,0.15,0.08,0.08,0.06,0.01,-0.01,301.86,29.42,0.00,-0.40,-2.29
-0.01,0.16,0.09,0.10,0.07,0.01,-0.01,302.26,29.42,0.00,-0.49,-2.35
-0.02,0.15,0.09,0.11,0.08,0.02,-0.02,302.47,29.42,0.00,-0.60,-2.45
-0.03,0.14,0.10,0.11,0.10,0.03,-0.02,302.04,29.43,0.00,-0.72,-2.57
-0.04,0.12,0.10,0.11,0.11,0.04,-0.01,300.75,29.43,0.00,-0.85,-2.71
-0.06,0.10,0.09,0.10,0.12,0.06,-0.00,298.16,29.43,0.00,-0.95,-2.80
-0.06,0.08,0.08,0.08,0.12,0.07,0.01,294.12,29.43,0.00,-0.99,-2.82
-0.07,0.06,0.07,0.07,0.12,0.08,0.03,289.90,29.42,0.00,-0.99,-2.78
-0.07,0.04,0.06,0.06,0.11,0.08,0.04,287.97,29.42,0.00,-0.97,-2.68
-0.07,0.04,0.05,0.05,0.09,0.07,0.05,289.88,29.42,0.00,-0.94,-2.54
-0.06,0.04,0.05,0.04,0.08,0.06,0.06,294.86,29.42,0.00,-0.90,-2.40
-0.05,0.05,0.06,0.04,0.07,0.04,0.05,300.97,29.43,0.00,-0.84,-2.28
-0.04,0.08,0.07,0.05,0.06,0.02,0.04,306.48,29.43,0.00,-0.72,-2.20
-0.04,0.10,0.08,0.06,0.06,-0.00,0.03,310.22,29.43,0.00,-0.57,-2.18
-0.04,0.12,0.10,0.07,0.06,-0.01,0.02,311.51,29.43,0.00,-0.39,-2.24
-0.04,0.13,0.11,0.08,0.06,-0.01,0.01,310.42,29.43,0.00,-0.23,-2.39
-0.04,0.13,0.12,0.10,0.07,0.00,0.00,307.84,29.43,0.00,-0.10,-2.58
-0.04,0.12,0.13,0.11,0.08,0.02,-0.00,304.97,29.42,0.00,-0.04,-2.75
-0.05,0.10,0.12,0.11,0.09,0.04,-0.00,302.68,29.42,0.00,-0.08,-2.86
-0.07,0.08,0.12,0.10,0.10,0.06,0.00,301.34,29.42,0.00,-0.18,-2.90
-0.08,0.06,0.11,0.09,0.11,0.08,0.01,300.91,29.42,0.00,-0.26,-2.85
-0.08,0.05,0.10,0.08,0.11,0.09,0.02,301.16,29.42,0.00,-0.29,-2.73
