Model : ,18,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-08,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.06,-0.12,0.03,0.04,0.08,0.07,0.04,302.19,28.83,0.00,-0.10,-2.91
-0.05,-0.11,0.04,0.04,0.07,0.06,0.04,301.69,28.82,0.00,-0.10,-2.80
-0.04,-0.08,0.05,0.03,0.06,0.04,0.03,302.03,28.82,0.00,-0.04,-2.64
-0.04,-0.06,0.06,0.04,0.05,0.03,0.01,302.88,28.82,0.00,0.08,-2.49
-0.04,-0.03,0.07,0.05,0.06,0.02,0.00,303.54,28.82,0.00,0.22,-2.37
-0.04,-0.00,0.08,0.06,0.06,0.01,-0.01,302.80,28.82,0.00,0.33,-2.32
-0.04,0.01,0.09,0.08,0.07,0.02,-0.02,300.01,28.82,0.00,0.37,-2.33
-0.04,0.01,0.09,0.10,0.08,0.02,-0.02,295.92,28.82,0.00,0.36,-2.41
-0.05,0.00,0.09,0.11,0.09,0.03,-0.02,292.10,28.82,0.00,0.35,-2.53
-0.05,-0.01,0.09,0.11,0.09,0.05,-0.01,289.71,28.82,0.00,0.36,-2.67
-0.05,-0.02,0.08,0.10,0.10,0.06,0.01,289.35,28.82,0.00,0.36,-2.81
-0.06,-0.03,0.07,0.08,0.10,0.08,0.02,291.54,28.82,0.00,0.24,-2.90
-0.06,-0.04,0.06,0.07,0.10,0.08,0.04,296.26,28.81,0.00,-0.08,-2.91
-0.05,-0.04,0.05,0.05,0.09,0.09,0.05,302.10,28.81,0.00,-0.52,-2.84
-0.05,-0.03,0.04,0.03,0.09,0.09,0.05,307.05,28.81,0.00,-0.90,-2.71
-0.04,0.01,0.04,0.02,0.08,0.08,0.05,309.81,28.81,0.00,-1.08,-2.55
-0.03,0.05,0.04,0.02,0.06,0.06,0.04,310.25,28.81,0.00,-1.06,-2.39
-0.03,0.11,0.05,0.03,0.06,0.04,0.03,308.94,28.81,0.00,-0.90,-2.27
-0.02,0.18,0.06,0.04,0.05,0.02,0.01,306.68,28.81,0.00,-0.68,-2.22
-0.01,0.25,0.07,0.05,0.05,0.01,-0.00,304.33,28.81,0.00,-0.46,-2.24
-0.01,0.31,0.08,0.07,0.06,0.01,-0.01,302.54,28.80,0.00,-0.27,-2.32
-0.01,0.35,0.09,0.09,0.07,0.01,-0.02,301.59,28.80,0.00,-0.10,-2.45
-0.01,0.39,0.09,0.11,0.09,0.02,-0.02,301.38,28.80,0.00,0.01,-2.59
-0.02,0.40,0.09,0.12,0.10,0.03,-0.02,301.67,28.80,0.00,0.04,-2.72
-0.02,0.40,0.09,0.12,0.11,0.05,-0.01,302.15,28.80,0.00,-0.06,-2.79
-0.02,0.39,0.08,0.11,0.11,0.07,-0.00,302.26,28.79,0.00,-0.25,-2.81
-0.03,0.37,0.07,0.10,0.12,0.09,0.01,300.86,28.79,0.00,-0.49,-2.75
-0.03,0.35,0.06,0.08,0.11,0.09,0.02,297.33,28.79,0.00,-0.75,-2.62
-0.03,0.33,0.05,0.07,0.11,0.09,0.03,292.83,28.79,0.00,-0.98,-2.45
-0.02,0.33,0.04,0.05,0.09,0.08,0.04,289.85,28.80,0.00,-1.12,-2.31
-0.02,0.33,0.04,0.04,0.08,0.07,0.04,290.12,28.80,0.00,-1.15,-2.20
-0.01,0.33,0.04,0.03,0.06,0.05,0.03,293.42,28.80,0.00,-1.09,-2.17
-0.00,0.34,0.05,0.03,0.05,0.04,0.02,298.66,28.81,0.00,-0.97,-2.19
-0.00,0.34,0.06,0.04,0.04,0.03,0.01,304.59,28.81,0.00,-0.84,-2.28
-0.01,0.35,0.07,0.05,0.04,0.02,0.00,309.72,28.81,0.00,-0.71,-2.40
-0.01,0.34,0.08,0.06,0.05,0.01,-0.01,312.53,28.81,0.00,-0.56,-2.53
-0.02,0.31,0.09,0.08,0.07,0.01,-0.01,312.41,28.81,0.00,-0.37,-2.67
-0.03,0.28,0.09,0.09,0.08,0.02,-0.01,310.06,28.81,0.00,-0.18,-2.78
-0.03,0.24,0.09,0.11,0.09,0.03,-0.01,306.78,28.82,0.00,-0.09,-2.81
-0.03,0.19,0.09,0.11,0.10,0.04,-0.01,303.70,28.82,0.00,-0.14,-2.75
-0.03,0.15,0.08,0.11,0.11,0.06,-0.00,301.50,28.83,0.00,-0.31,-2.62
-0.03,0.10,0.07,0.10,0.11,0.07,0.01,300.44,28.83,0.00,-0.49,-2.46
-0.03,0.07,0.06,0.08,0.11,0.08,0.02,300.39,28.84,0.00,-0.59,-2.33
-0.03,0.05,0.05,0.07,0.11,0.07,0.04,300.83,28.84,0.00,-0.60,-2.25
-0.03,0.04,0.04,0.05,0.09,0.06,0.05,300.95,28.84,0.00,-0.53,-2.24
-0.03,0.04,0.04,0.04,0.08,0.05,0.05,300.20,28.83,0.00,-0.41,-2.30
-0.03,0.04,0.04,0.03,0.06,0.04,0.05,298.49,28.83,0.00,-0.30,-2.40
-0.02,0.05,0.05,0.03,0.05,0.03,0.04,295.71,28.83,0.00,-0.23,-2.55
