Model : ,33,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-08,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.06,0.08,0.12,0.09,0.10,0.02,-0.01,297.31,29.83,0.00,-0.48,-2.14
-0.07,0.05,0.11,0.10,0.11,0.03,-0.01,292.95,29.83,0.00,-0.61,-2.12
-0.08,0.02,0.10,0.10,0.12,0.05,0.00,289.66,29.83,0.00,-0.82,-2.17
-0.08,-0.01,0.09,0.09,0.12,0.06,0.01,288.95,29.84,0.00,-1.04,-2.29
-0.07,-0.03,0.08,0.08,0.12,0.07,0.02,290.93,29.84,0.00,-1.23,-2.46
-0.07,-0.05,0.08,0.07,0.11,0.07,0.03,295.12,29.84,0.00,-1.29,-2.61
-0.07,-0.05,0.07,0.05,0.09,0.06,0.03,300.76,29.84,0.00,-1.19,-2.72
-0.06,-0.05,0.08,0.04,0.08,0.06,0.03,306.33,29.84,0.00,-0.98,-2.77
-0.06,-0.03,0.08,0.03,0.07,0.04,0.03,310.04,29.84,0.00,-0.77,-2.74
-0.06,-0.00,0.09,0.03,0.06,0.03,0.02,310.93,29.85,0.00,-0.62,-2.65
-0.05,0.03,0.11,0.04,0.06,0.02,0.02,309.40,29.85,0.00,-0.56,-2.51
-0.05,0.06,0.12,0.06,0.06,0.01,0.01,306.48,29.85,0.00,-0.58,-2.38
-0.05,0.08,0.13,0.08,0.07,0.00,0.01,303.22,29.85,0.00,-0.64,-2.26
-0.05,0.08,0.14,0.10,0.07,0.00,0.00,300.52,29.85,0.00,-0.70,-2.18
-0.05,0.06,0.14,0.11,0.08,0.01,0.00,299.07,29.85,0.00,-0.67,-2.18
-0.06,0.04,0.14,0.12,0.09,0.02,0.00,299.06,29.85,0.00,-0.54,-2.25
-0.07,0.01,0.13,0.11,0.10,0.03,0.01,299.89,29.85,0.00,-0.34,-2.37
-0.08,-0.02,0.12,0.10,0.11,0.05,0.02,300.38,29.85,0.00,-0.20,-2.52
-0.08,-0.05,0.11,0.09,0.12,0.06,0.03,299.67,29.85,0.00,-0.19,-2.67
-0.09,-0.07,0.10,0.08,0.12,0.06,0.04,297.71,29.85,0.00,-0.31,-2.79
-0.08,-0.09,0.09,0.07,0.11,0.06,0.05,294.73,29.85,0.00,-0.48,-2.84
-0.08,-0.10,0.09,0.05,0.10,0.06,0.05,291.08,29.85,0.00,-0.65,-2.79
-0.07,-0.09,0.09,0.04,0.08,0.05,0.05,287.89,29.85,0.00,-0.75,-2.66
-0.06,-0.08,0.09,0.03,0.07,0.03,0.05,286.97,29.85,0.00,-0.68,-2.51
-0.05,-0.05,0.11,0.03,0.06,0.02,0.04,289.32,29.85,0.00,-0.42,-2.35
-0.05,-0.02,0.12,0.05,0.06,0.00,0.03,294.19,29.85,0.00,-0.05,-2.22
-0.06,0.01,0.15,0.06,0.06,-0.01,0.02,300.08,29.85,0.00,0.26,-2.16
-0.06,0.03,0.17,0.08,0.06,-0.01,0.01,305.71,29.85,0.00,0.41,-2.19
-0.06,0.04,0.19,0.10,0.07,-0.01,0.00,309.91,29.85,0.00,0.37,-2.27
-0.07,0.04,0.21,0.11,0.08,0.00,0.00,311.65,29.85,0.00,0.25,-2.41
-0.07,0.02,0.22,0.12,0.10,0.02,0.00,310.68,29.84,0.00,0.12,-2.56
-0.07,0.00,0.23,0.12,0.11,0.03,0.01,307.90,29.82,0.00,0.03,-2.70
-0.07,-0.02,0.23,0.11,0.12,0.05,0.02,304.76,29.81,0.00,0.02,-2.77
-0.07,-0.05,0.22,0.09,0.12,0.06,0.03,302.34,29.80,0.00,0.09,-2.75
-0.07,-0.08,0.21,0.08,0.11,0.07,0.04,301.11,29.79,0.00,0.18,-2.64
-0.07,-0.09,0.21,0.06,0.10,0.08,0.05,301.09,29.79,0.00,0.22,-2.49
-0.06,-0.10,0.21,0.05,0.09,0.07,0.06,301.96,29.80,0.00,0.14,-2.33
-0.05,-0.09,0.22,0.04,0.08,0.06,0.06,302.89,29.80,0.00,-0.00,-2.19
-0.05,-0.07,0.24,0.03,0.07,0.05,0.05,302.50,29.81,0.00,-0.11,-2.11
-0.04,-0.04,0.26,0.03,0.06,0.03,0.04,299.94,29.81,0.00,-0.09,-2.09
-0.03,0.00,0.28,0.04,0.06,0.01,0.03,295.74,29.80,0.00,0.06,-2.13
-0.03,0.04,0.30,0.05,0.06,-0.00,0.01,290.96,29.80,0.00,0.26,-2.24
-0.03,0.06,0.31,0.06,0.06,-0.01,0.00,286.52,29.80,0.00,0.46,-2.40
-0.03,0.07,0.33,0.08,0.07,-0.00,-0.00,283.60,29.80,0.00,0.59,-2.59
-0.03,0.07,0.33,0.09,0.08,0.01,-0.01,283.84,29.80,0.00,0.57,-2.72
-0.04,0.05,0.34,0.10,0.10,0.02,-0.00,287.96,29.80,0.00,0.38,-2.77
-0.04,0.04,0.34,0.10,0.11,0.04,0.00,294.56,29.79,0.00,0.09,-2.73
-0.05,0.01,0.33,0.10,0.12,0.05,0.01,301.22,29.79,0.00,-0.17,-2.62
-0.05,-0.02,0.33,0.09,0.12,0.06,0.03,306.13,29.78,0.00,-0.32,-2.47
-0.05,-0.05,0.32,0.08,0.12,0.07,0.04,308.60,29.78,0.00,-0.35,-2.33
-0.04,-0.07,0.31,0.06,0.11,0.07,0.06,308.73,29.78,0.00,-0.31,-2.22
-0.03,-0.07,0.31,0.05,0.09,0.07,0.06,307.15,29.79,0.00,-0.26,-2.17
-0.03,-0.06,0.31,0.04,0.08,0.05,0.06,304.89,29.79,0.00,-0.24,-2.19
-0.02,-0.03,0.32,0.04,0.07,0.04,0.06,302.98,29.79,0.00,-0.30,-2.27
