Model : ,05,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-06,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.02,-0.03,0.10,0.06,0.06,-0.01,-0.04,301.62,28.84,0.00,-0.80,-2.11
-0.02,-0.02,0.11,0.08,0.08,-0.01,-0.04,301.07,28.83,0.00,-0.67,-2.00
-0.03,-0.03,0.11,0.09,0.09,0.01,-0.04,301.37,28.83,0.00,-0.55,-1.96
-0.03,-0.05,0.11,0.10,0.10,0.03,-0.02,302.08,28.83,0.00,-0.45,-1.98
-0.04,-0.08,0.10,0.09,0.11,0.05,-0.01,302.50,28.83,0.00,-0.37,-2.05
-0.05,-0.10,0.09,0.08,0.11,0.06,0.01,301.41,28.83,0.00,-0.35,-2.16
-0.06,-0.11,0.07,0.07,0.11,0.07,0.02,298.15,28.82,0.00,-0.37,-2.30
-0.06,-0.11,0.05,0.05,0.10,0.07,0.04,293.67,28.83,0.00,-0.44,-2.44
-0.05,-0.09,0.04,0.04,0.09,0.07,0.05,290.00,28.83,0.00,-0.53,-2.53
-0.05,-0.06,0.04,0.02,0.07,0.06,0.05,288.58,28.83,0.00,-0.63,-2.53
-0.04,-0.02,0.04,0.01,0.06,0.04,0.04,289.69,28.83,0.00,-0.71,-2.45
-0.03,0.03,0.05,0.01,0.04,0.03,0.03,293.20,28.83,0.00,-0.76,-2.32
-0.03,0.09,0.07,0.01,0.04,0.01,0.01,298.55,28.84,0.00,-0.75,-2.15
-0.03,0.16,0.09,0.03,0.04,-0.01,-0.00,304.26,28.84,0.00,-0.71,-1.99
-0.03,0.21,0.10,0.04,0.04,-0.01,-0.02,308.47,28.84,0.00,-0.66,-1.91
-0.03,0.26,0.11,0.06,0.05,-0.01,-0.03,310.11,28.85,0.00,-0.62,-1.91
-0.03,0.29,0.11,0.08,0.07,-0.00,-0.03,309.38,28.86,0.00,-0.58,-2.01
-0.03,0.30,0.11,0.09,0.08,0.01,-0.03,307.12,28.86,0.00,-0.50,-2.17
-0.03,0.30,0.10,0.09,0.09,0.03,-0.02,304.28,28.87,0.00,-0.36,-2.38
-0.04,0.29,0.10,0.09,0.10,0.05,-0.01,301.73,28.87,0.00,-0.16,-2.58
-0.04,0.27,0.09,0.07,0.10,0.06,0.00,300.21,28.87,0.00,0.02,-2.72
-0.05,0.26,0.08,0.06,0.10,0.07,0.01,299.95,28.87,0.00,0.14,-2.76
-0.05,0.24,0.06,0.04,0.10,0.07,0.03,300.49,28.87,0.00,0.20,-2.70
-0.05,0.23,0.05,0.03,0.09,0.07,0.03,300.78,28.86,0.00,0.21,-2.59
-0.04,0.22,0.05,0.03,0.08,0.05,0.04,300.03,28.86,0.00,0.20,-2.44
-0.04,0.23,0.05,0.03,0.06,0.04,0.03,298.14,28.86,0.00,0.19,-2.30
-0.03,0.23,0.07,0.04,0.05,0.02,0.02,295.13,28.85,0.00,0.19,-2.18
-0.03,0.24,0.08,0.05,0.04,0.01,0.01,291.22,28.85,0.00,0.19,-2.11
-0.03,0.25,0.10,0.06,0.04,-0.01,-0.01,287.58,28.85,0.00,0.21,-2.08
-0.04,0.25,0.11,0.08,0.04,-0.01,-0.02,286.18,28.85,0.00,0.25,-2.09
