시간 [s],진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
144.29,-0.25,3.69,3.55,0.03,0.03,-0.01,0.06,1140.26,29.42,0.0,752.39,-2.42
144.3,-0.21,3.68,3.57,0.05,0.04,-0.02,0.05,1143.19,29.42,0.0,751.94,-2.48
144.31,-0.19,3.66,3.59,0.07,0.05,-0.02,0.04,1145.65,29.42,0.0,751.55,-2.55
144.32,-0.17,3.64,3.59,0.08,0.06,-0.01,0.04,1145.45,29.43,0.0,751.35,-2.64
144.33,-0.17,3.63,3.6,0.09,0.07,0.0,0.05,1141.24,29.43,0.0,751.4,-2.75
144.38,-0.18,3.52,3.6,0.03,0.06,0.05,0.12,1145.89,29.42,0.0,752.56,-2.67
144.39,-0.17,3.48,3.61,0.02,0.05,0.03,0.12,1156.22,29.42,0.0,752.62,-2.49
144.4,-0.17,3.46,3.63,0.01,0.03,0.01,0.11,1165.65,29.43,0.0,752.66,-2.33
144.41,-0.17,3.46,3.65,0.01,0.02,-0.01,0.1,1172.28,29.43,0.0,752.7,-2.22
144.42,-0.16,3.47,3.67,0.01,0.02,-0.03,0.09,1175.43,29.43,0.0,752.77,-2.2
144.43,-0.17,3.51,3.69,0.02,0.02,-0.04,0.07,1175.73,29.42,0.0,752.84,-2.26
144.44,-0.19,3.57,3.71,0.03,0.03,-0.05,0.06,1174.5,29.42,0.0,752.82,-2.38
144.45,-0.24,3.66,3.73,0.05,0.04,-0.05,0.06,1173.02,29.42,0.0,752.65,-2.54
144.46,-0.3,3.75,3.74,0.07,0.05,-0.03,0.06,1171.34,29.42,0.0,752.4,-2.69
144.47,-0.36,3.84,3.74,0.08,0.06,-0.01,0.06,1167.87,29.42,0.0,752.17,-2.79
144.48,-0.38,3.9,3.75,0.09,0.07,0.03,0.08,1161.41,29.42,0.0,752.06,-2.83
144.49,-0.36,3.92,3.75,0.08,0.08,0.07,0.11,1153.82,29.42,0.0,752.08,-2.8
144.5,-0.32,3.91,3.74,0.07,0.08,0.1,0.14,1149.53,29.42,0.0,752.18,-2.72
144.51,-0.26,3.86,3.74,0.05,0.08,0.11,0.18,1151.55,29.43,0.0,752.3,-2.61
144.52,-0.2,3.8,3.73,0.04,0.07,0.11,0.21,1158.36,29.44,0.0,752.42,-2.5
144.53,-0.15,3.75,3.74,0.02,0.06,0.09,0.23,1165.34,29.45,0.0,752.55,-2.43
144.54,-0.12,3.72,3.74,0.01,0.05,0.07,0.24,1168.66,29.45,0.0,752.71,-2.41
144.55,-0.1,3.73,3.76,0.0,0.04,0.06,0.22,1168.52,29.45,0.0,752.89,-2.45
144.56,-0.11,3.76,3.78,0.0,0.03,0.04,0.2,1168.82,29.45,0.0,753.04,-2.53
144.57,-0.13,3.8,3.81,0.01,0.03,0.02,0.16,1172.97,29.44,0.0,753.12,-2.65
144.58,-0.17,3.84,3.84,0.03,0.02,-0.0,0.12,1180.86,29.43,0.0,753.14,-2.77
144.59,-0.21,3.86,3.87,0.05,0.03,-0.02,0.08,1190.22,29.43,0.0,753.09,-2.87
144.6,-0.24,3.88,3.9,0.07,0.03,-0.01,0.06,1198.85,29.43,0.0,752.97,-2.95
144.61,-0.27,3.89,3.92,0.09,0.04,0.0,0.05,1205.3,29.45,0.0,752.83,-2.98
144.62,-0.28,3.89,3.93,0.1,0.05,0.03,0.05,1209.13,29.47,0.0,752.72,-2.93
144.63,-0.28,3.89,3.93,0.1,0.06,0.05,0.05,1210.76,29.48,0.0,752.67,-2.81
144.64,-0.27,3.9,3.93,0.1,0.07,0.07,0.07,1210.89,29.49,0.0,752.66,-2.63
144.65,-0.26,3.92,3.93,0.09,0.07,0.08,0.08,1210.27,29.49,0.0,752.61,-2.47
144.66,-0.24,3.93,3.93,0.07,0.07,0.08,0.1,1209.44,29.49,0.0,752.44,-2.36
144.67,-0.22,3.95,3.93,0.06,0.07,0.08,0.11,1208.17,29.49,0.0,752.22,-2.32
144.68,-0.2,3.96,3.93,0.04,0.06,0.07,0.12,1204.94,29.49,0.0,752.06,-2.36
144.69,-0.18,3.97,3.94,0.03,0.05,0.05,0.11,1198.76,29.49,0.0,752.08,-2.48
144.7,-0.15,3.97,3.95,0.01,0.04,0.02,0.11,1191.42,29.48,0.0,752.26,-2.63
144.71,-0.13,3.96,3.96,0.01,0.03,-0.0,0.1,1186.98,29.48,0.0,752.5,-2.77
144.72,-0.14,3.95,3.98,0.01,0.02,-0.01,0.1,1188.18,29.48,0.0,752.72,-2.88
144.73,-0.16,3.94,4.0,0.02,0.02,-0.01,0.09,1194.2,29.48,0.0,752.86,-2.93
144.74,-0.19,3.93,4.02,0.03,0.03,0.01,0.09,1202.13,29.48,0.0,752.91,-2.9
144.75,-0.21,3.94,4.04,0.05,0.03,0.02,0.08,1209.3,29.47,0.0,752.88,-2.78
144.76,-0.24,3.95,4.06,0.07,0.05,0.03,0.07,1214.04,29.47,0.0,752.79,-2.62
144.77,-0.25,3.97,4.07,0.09,0.06,0.05,0.06,1215.52,29.47,0.0,752.66,-2.47
144.78,-0.25,3.98,4.08,0.1,0.07,0.06,0.06,1213.97,29.48,0.0,752.5,-2.38
144.79,-0.24,3.98,4.08,0.09,0.08,0.07,0.07,1210.69,29.49,0.0,752.36,-2.36
144.8,-0.23,3.99,4.07,0.08,0.08,0.09,0.09,1207.39,29.5,0.0,752.31,-2.42
144.81,-0.21,4.02,4.07,0.06,0.08,0.1,0.11,1205.24,29.5,0.0,752.37,-2.54
144.82,-0.19,4.05,4.07,0.05,0.08,0.12,0.12,1203.91,29.49,0.0,752.52,-2.68
144.83,-0.17,4.08,4.07,0.03,0.07,0.12,0.13,1201.3,29.48,0.0,752.68,-2.81
144.84,-0.14,4.09,4.08,0.02,0.06,0.1,0.13,1195.77,29.48,0.0,752.79,-2.91
144.85,-0.12,4.08,4.09,0.01,0.05,0.05,0.13,1188.91,29.48,0.0,752.83,-2.97
144.86,-0.11,4.06,4.1,0.01,0.04,0.0,0.12,1184.92,29.48,0.0,752.79,-2.95
144.87,-0.13,4.03,4.11,0.01,0.03,-0.04,0.1,1186.76,29.49,0.0,752.7,-2.86
144.88,-0.16,4.0,4.13,0.02,0.03,-0.08,0.08,1193.56,29.49,0.0,752.58,-2.71
144.89,-0.2,3.98,4.15,0.03,0.04,-0.1,0.07,1202.19,29.5,0.0,752.52,-2.55
144.9,-0.22,3.97,4.16,0.05,0.05,-0.09,0.06,1209.79,29.51,0.0,752.53,-2.41
144.91,-0.23,3.98,4.18,0.07,0.06,-0.06,0.07,1214.64,29.52,0.0,752.62,-2.31
144.92,-0.24,4.0,4.18,0.08,0.07,-0.02,0.09,1216.01,29.52,0.0,752.77,-2.28
144.93,-0.23,4.02,4.18,0.09,0.09,0.03,0.1,1214.22,29.51,0.0,752.94,-2.33
144.94,-0.23,4.05,4.18,0.09,0.1,0.07,0.12,1210.7,29.5,0.0,753.11,-2.44
144.95,-0.23,4.07,4.18,0.08,0.1,0.1,0.13,1207.3,29.49,0.0,753.28,-2.58
144.96,-0.21,4.09,4.17,0.06,0.1,0.11,0.13,1205.27,29.49,0.0,753.44,-2.74
144.97,-0.18,4.11,4.17,0.04,0.09,0.1,0.13,1204.24,29.49,0.0,753.55,-2.88
144.98,-0.15,4.12,4.17,0.02,0.07,0.08,0.13,1202.15,29.49,0.0,753.49,-2.95
144.99,-0.12,4.12,4.17,0.01,0.05,0.05,0.12,1197.34,29.5,0.0,753.19,-2.92
145.0,-0.09,4.12,4.18,0.0,0.03,0.02,0.12,1191.17,29.5,0.0,752.75,-2.82
145.01,-0.08,4.11,4.2,0.0,0.02,0.0,0.12,1187.47,29.51,0.0,752.36,-2.69
145.02,-0.1,4.09,4.21,0.0,0.01,-0.0,0.12,1188.97,29.51,0.0,752.16,-2.56
145.03,-0.14,4.08,4.22,0.01,0.02,0.0,0.11,1194.95,29.51,0.0,752.17,-2.47
145.04,-0.18,4.07,4.24,0.03,0.02,0.01,0.11,1202.63,29.5,0.0,752.37,-2.42
145.05,-0.21,4.09,4.25,0.04,0.04,0.01,0.12,1209.44,29.5,0.0,752.67,-2.44
145.06,-0.22,4.12,4.26,0.06,0.05,0.02,0.13,1213.95,29.5,0.0,752.98,-2.52
145.07,-0.22,4.15,4.26,0.08,0.06,0.02,0.13,1215.82,29.5,0.0,753.18,-2.62
