시간 [s],진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
112.95,-0.12,8.79,8.81,0.04,0.03,0.18,0.15,1140.93,30.04,0.0,1099.89,-2.18
112.96,-0.06,8.85,8.84,0.03,0.02,0.14,0.15,1145.44,30.04,0.0,1100.13,-2.25
112.97,-0.0,8.92,8.87,0.03,0.02,0.1,0.15,1147.87,30.05,0.0,1100.41,-2.36
112.98,0.03,8.99,8.91,0.04,0.02,0.08,0.12,1149.03,30.05,0.0,1100.61,-2.52
112.99,0.02,9.05,8.95,0.05,0.02,0.09,0.09,1150.19,30.05,0.0,1100.71,-2.7
113.0,-0.05,9.09,8.99,0.07,0.03,0.12,0.07,1153.39,30.04,0.0,1100.75,-2.82
113.01,-0.16,9.1,9.02,0.08,0.04,0.17,0.07,1159.86,30.03,0.0,1100.77,-2.82
113.02,-0.29,9.09,9.05,0.09,0.05,0.2,0.09,1167.51,30.03,0.0,1100.8,-2.74
113.03,-0.38,9.09,9.07,0.1,0.06,0.21,0.13,1171.6,30.02,0.0,1100.8,-2.59
113.04,-0.4,9.1,9.1,0.1,0.06,0.18,0.2,1168.91,30.02,0.0,1100.75,-2.44
113.05,-0.35,9.12,9.13,0.1,0.06,0.11,0.27,1161.1,30.03,0.0,1100.66,-2.31
113.06,-0.27,9.13,9.15,0.09,0.06,0.05,0.34,1153.25,30.04,0.0,1100.56,-2.24
113.07,-0.18,9.12,9.17,0.07,0.05,0.02,0.41,1149.46,30.04,0.0,1100.49,-2.22
113.08,-0.1,9.08,9.18,0.05,0.04,0.0,0.45,1149.98,30.05,0.0,1100.46,-2.25
113.09,-0.06,9.04,9.2,0.03,0.03,0.0,0.44,1151.82,30.05,0.0,1100.45,-2.34
113.1,-0.04,9.03,9.24,0.02,0.02,-0.01,0.37,1152.0,30.05,0.0,1100.46,-2.49
113.11,-0.04,9.04,9.28,0.02,0.01,-0.03,0.26,1150.63,30.05,0.0,1100.5,-2.67
113.12,-0.06,9.07,9.33,0.02,0.01,-0.05,0.14,1150.91,30.05,0.0,1100.64,-2.8
113.13,-0.11,9.11,9.36,0.03,0.01,-0.05,0.06,1155.45,30.05,0.0,1100.94,-2.85
113.14,-0.16,9.17,9.39,0.05,0.02,-0.03,0.01,1163.54,30.05,0.0,1101.33,-2.82
113.15,-0.19,9.22,9.41,0.07,0.03,-0.0,0.01,1172.49,30.05,0.0,1101.68,-2.72
113.16,-0.19,9.29,9.44,0.09,0.05,0.03,0.06,1179.94,30.05,0.0,1101.89,-2.59
113.17,-0.16,9.34,9.46,0.1,0.06,0.07,0.12,1185.0,30.05,0.0,1101.96,-2.45
113.18,-0.14,9.4,9.48,0.11,0.07,0.13,0.19,1188.44,30.04,0.0,1101.92,-2.35
113.19,-0.15,9.44,9.51,0.11,0.07,0.23,0.26,1191.45,30.04,0.0,1101.83,-2.28
113.2,-0.19,9.48,9.54,0.09,0.06,0.34,0.31,1194.32,30.03,0.0,1101.75,-2.25
113.21,-0.23,9.51,9.56,0.08,0.05,0.4,0.33,1196.67,30.03,0.0,1101.69,-2.3
113.22,-0.24,9.53,9.59,0.06,0.04,0.38,0.34,1198.14,30.03,0.0,1101.65,-2.42
113.23,-0.23,9.56,9.62,0.04,0.04,0.29,0.33,1198.25,30.03,0.0,1101.63,-2.57
113.24,-0.21,9.58,9.65,0.03,0.03,0.16,0.3,1195.93,30.03,0.0,1101.58,-2.7
113.25,-0.19,9.61,9.68,0.02,0.02,0.03,0.25,1190.73,30.04,0.0,1101.5,-2.75
113.26,-0.19,9.64,9.71,0.02,0.01,-0.07,0.19,1184.56,30.04,0.0,1101.41,-2.74
113.27,-0.19,9.68,9.74,0.02,0.0,-0.12,0.14,1181.21,30.04,0.0,1101.34,-2.65
113.28,-0.18,9.75,9.78,0.03,-0.0,-0.14,0.11,1183.19,30.05,0.0,1101.32,-2.52
